District,Recovered,Deceased,Active
प्रतापगढ़,16768,163,8
ज लौन,13915.0,209.0,7.0
सभंल,11039.0,109.0,7.0
गोंड,14176.0,285.0,6.0
मरुादाबाद,46114.0,368.0,6.0
अमठेी,11526.0,145.0,5.0
बहर इच,13420.0,178.0,5.0
श हजह ंपरु,24449.0,446.0,5.0
शामली,16712.0,48.0,5.0
आजमगढ़,19464.0,235.0,4.0
बद य,17920.0,101.0,4.0
बलर मपरु,8126.0,139.0,4.0
बस्ती,12817.0,337.0,4.0
भदोही,8491.0,166.0,4.0
चचत्रकट,7807.0,79.0,4.0
लसद्ध थ नगर,11527.0,102.0,4.0
बागपत,11080.0,144.0,3.0
एट,12111.0,100.0,3.0
हापड़ु,15203.0,224.0,3.0
मजुफ्फरनगर,38346.0,277.0,3.0
सतं कबीर नगर,8856.0,101.0,3.0
बबजनौर,18298.0,139.0,2.0
हमीरपरु,6240.0,102.0,2.0
लमर् ुपरु,11961.0,126.0,2.0
क नपरु देह त,7129.0,111.0,1.0
कौश म्बी,4882.0,72.0,1.0
कुशीनगर,16245.0,235.0,1.0
मऊ,8941.0,86.0,1.0
श्र वस्ती,5246.0,42.0,1.0
ह थरस,3725.0,43.0,0.0
क सगजं,4898.0,55.0,0.0
महोब,4476.0,89.0,0.0
र मपरु,14620.0,153.0,0.0
