"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","855","1110","242151","18","12290","254441","635"
"Bageshwar","217","25","216082","1","5786","221868","691"
"Chamoli","641","482","296109","5","12265","308374","804"
"Champawat","1222","336","269536","8","7696","277232","825"
"Dehradun","3186","2494","1935169","268","113813","2048982","811"
"Haridwar","4566","3909","2239881","119","51859","2291740","1174"
"Nainital","1764","1153","581707","85","39694","621401","871"
"Pauri Garhwal","1181","1563","417956","72","17994","435950","363"
"Pithoragarh","1064","975","236535","4","10332","246867","1348"
"Rudraprayag","561","451","203110","0","8808","211918","1091"
"Tehri Garhwal","493","616","308592","4","15868","324460","629"
"US Nagar","2213","2517","976753","35","38113","1014866","451"
"Uttarkashi","417","583","345514","11","12580","358094","483"
"Total","18380","16214","8269095","630","347098","8616193","10176"
