KL|2021-11-01 07:02:07.600302|GetSource|OK|File Downloaded fromhttps://dashboard.kerala.gov.in/covid/daily.php
KL|2021-11-02 06:20:20.051767|ExtractFromHTML|OK|COMPLETED
KL|2021-11-02 06:24:48.800485|ExtractFromHTML|OK|COMPLETED
KL|2021-11-02 10:52:44.829760|ExtractFromHTML|OK|COMPLETED
KL|2021-11-02 11:00:13.609927|ExtractFromHTML|OK|COMPLETED
KL|2021-11-02 11:02:32.918665|ExtractFromHTML|OK|COMPLETED
KL|2021-11-02 19:51:07.475988|ExtractFromHTML|ERR|Source URL Not Accessible/ has been changed
KL|2021-11-02 19:59:49.045480|ExtractFromHTML|ERR|Source URL Not Accessible/ has been changed
KL|2021-11-02 20:05:52.735576|ExtractFromHTML|ERR|Source URL Not Accessible/ has been changed
KL|2021-11-03 09:46:39.011800|ExtractFromHTML|ERR|Source URL Not Accessible/ has been changed
KL|2022-02-09 21:10:37.763961|ExtractFromHTML|OK|COMPLETED
KL|2022-02-09 21:13:33.416361|ExtractFromHTML|OK|COMPLETED
KL|2022-02-09 21:21:24.214268|ExtractFromPDF|OK|COMPLETED
KL|2022-02-09 21:26:46.751837|ExtractFromPDF|OK|COMPLETED
