Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-07-04,KL,Thiruvananthapuram,,,,729364,8448,0,713154,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Ernakulam,,,,916366,8297,0,901688,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Kollam,,,,518458,6544,0,508705,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Kottayam,,,,462352,4558,0,455209,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Alappuzha,,,,395800,5253,0,388891,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Pathanamthitta,,,,273821,2542,0,269693,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Thrissur,,,,676584,7454,0,667820,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Kozhikode,,,,681219,6368,0,673668,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Palakkad,,,,452413,5815,0,445718,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Malappuram,,,,649487,6448,0,642396,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Idukki,,,,212219,1521,0,210143,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Wayanad,,,,169307,976,0,168107,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Kannur,,,,351157,4439,0,346550,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
2022-07-04,KL,Kasaragod,,,,167328,1391,0,165793,,2022-07-04 23:55:56.129869,2022-07-04 23:55:56.130769,,,6655875,70048,6553635,0,48132731
