,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Ariyalur,1,0,1,,3002,5898,0,9.0,2.0,22.0,,40179.0,41494.0,752481,,,,16918,264,16634,,545771,246256,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
1,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Chengalpattu,66,2,60,,2037,4873,0,424.0,7.0,494.0,,30457.0,66530.0,2556244,,,,173556,2533,170366,,1395222,737559,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
2,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Chennai,89,0,115,,5877,13304,0,734.0,18.0,812.0,,70334.0,175890.0,7100000,,,,557617,8603,547805,,5040249,3208775,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
3,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Coimbatore,115,3,111,,1562,7749,0,849.0,16.0,758.0,,23984.0,129435.0,3472578,,,,249742,2461,246027,,2768494,1487046,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
4,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Cuddalore,7,0,9,,13023,12134,0,42.0,1.0,85.0,,105214.0,156165.0,2600880,,,,64374,872,63410,,1817615,1027492,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
5,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Dharmapuri,10,0,13,,1277,3994,0,66.0,0.0,93.0,,13704.0,40474.0,1502900,,,,28767,278,28362,,801690,375286,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
6,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Dindigul,7,0,5,,8522,7738,0,32.0,0.0,27.0,,87618.0,106698.0,2161367,,,,33216,650,32507,,1387113,733468,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
7,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Erode,63,1,69,,2488,6194,0,510.0,2.0,458.0,,22542.0,78305.0,2259608,,,,106062,696,104524,,1418873,742956,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
8,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Kallakurichi,1,0,9,,5588,7849,0,19.0,0.0,53.0,,42633.0,65135.0,1370281,,,,31547,210,31280,,794765,468582,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
9,2021-11-26,TN,746,11,759,103258,161853,225200,0,5241.0,94.0,5682.0,710854.0,1631667.0,2563215.0,Kancheepuram,20,0,19,,1386,3589,0,127.0,1.0,178.0,,13616.0,29732.0,1166401,,,,75519,1263,74058,,698693,318579,2021-11-26T22:07:42.931056+05:30,75695000,,,,2723991,36443,2679130,53867315,44615139,23545501
