,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7677,7545,129,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,544653,296305,248348,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,88,2092,2180,1,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2072014,2055389,14431,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,58338068,34240668,24097400,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,98776,213591,312367,183,163,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55258,54944,280,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,1392276,790719,601557,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,1331,2800,4131,1,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,616137,607216,6086,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,32348771,20957790,11390981,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,38141,157482,195623,142,245,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726204,716495,9663,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,78014636,53471639,24542997,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,263493,527517,791010,6,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65430,64569,820,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,1552791,937827,614964,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,603,2970,3573,9,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006673,992768,13593,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,25101711,16060837,9040874,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,83022,84406,167428,38,36,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,1102698,672670,430028,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,451,2375,2826,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1440784,1415380,25095,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,22260471,13708314,8552157,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,40589,62118,102707,30,32,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,178765,175130,3380,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,2292774,1279025,1013749,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,545,3038,3583,34,23,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827327,816920,10092,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,79000441,45605968,33394473,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,54283,481071,535354,31,32,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771622,761412,10054,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,28139536,18429003,9710533,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,44263,106251,150514,17,14,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,226757,222083,3839,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,10715249,5802170,4913079,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,5933,75022,80955,52,147,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,336063,329891,4466,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,16449002,9586565,6862437,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,3225,48714,51939,182,160,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349184,343935,5140,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,23693606,16297200,7396406,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,64535,93980,158515,7,21,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2994561,2949853,38187,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,72097081,44111943,27985138,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,80406,230537,310943,306,224,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5119941,5028752,38737,2021-11-26,TT,34555431,467468,33977830,2021-11-26 12:44:49.806773,637106009,2021-11-25 00:00:00,1181246,1203022328,778062350,424959978,42269598,25619174,16650424,https://www.icmr.gov.in/,10549,488,9868,6035368,2823846,8859214,8022,82793,90815,5987,5094,384,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.5714285714,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
