"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4534","4138","4","4","388"
"Bageshwar","2089","2002","0","0","87"
"Chamoli","3210","3097","4","3","106"
"Champawat","1912","1891","0","1","20"
"Dehradun","33345","32719","85","174","367"
"Haridwar","13157","12891","7","25","234"
"Nainital","11381","11294","6","29","52"
"Pauri Garhwal","5283","4296","1","18","968"
"Pithoragarh","2560","2420","0","4","136"
"Rudraprayag","2715","2582","3","2","128"
"Tehri Garhwal","2382","2029","2","5","346"
"U.S. Nagar","8820","8525","5","5","285"
"Uttarkashi","1670","1484","10","5","171"
"Total","93058","89368","127","275","3288"
