"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4560","4148","5","4","403"
"Bageshwar","2096","2003","0","0","93"
"Chamoli","3242","3124","9","3","106"
"Champawat","1915","1894","0","1","20"
"Dehradun","34444","33407","492","178","367"
"Haridwar","13364","13050","52","27","235"
"Nainital","11554","11399","71","29","55"
"Pauri Garhwal","5314","4321","4","19","970"
"Pithoragarh","2575","2426","7","4","138"
"Rudraprayag","2719","2586","0","2","131"
"Tehri Garhwal","2430","2036","9","7","378"
"U.S. Nagar","8893","8572","19","5","297"
"Uttarkashi","1721","1534","6","5","176"
"Total","94827","90500","674","284","3369"
