District,Recovered,Deceased,Active
गौतम बिु नगर,63072,468,1110
गाज़ियाबाद,55307,461,806
लखनऊ,236335,2651,757
मरेठ,68603,898,405
िाराणसी,84552,971,204
मरुादाबाद,38750,349,185
आगरा,25326,457,171
कानपरु नगर,81047,1905,137
प्रयागराज,77653,1088,128
सहारनपरु,32336,420,111
मथरुा,19926,402,79
अलीगढ,21179,109,69
मजुफ्फरनगर,30755,269,68
गोरखपरु,58600,848,57
बरेली,43674,377,55
बाराबकंी,19626,225,52
सभंल,9332,106,51
बलुदंशहर,19977,244,44
हापड़ु,12423,217,38
शामली,12932,45,36
बागपत,8995,141,35
अमरोहा,16416,203,32
झासी,35905,663,32
महाराजगजं,12304,140,30
अयोध्या,16629,290,27
देवररया,20009,222,24
राय बरेली,16771,343,24
शाहजहांपरु,19919,444,23
बस्ती,11388,330,22
आजमगढ़,17678,228,20
गाजीपरु,21370,283,20
हरदोई,13408,349,19
क्रिरोजाबाद,8586,135,18
हाथरस,2877,43,18
चदंौली,15853,357,17
रामपरु,11680,148,17
बदाय,14844,98,16
बबजनौर,14670,126,14
एटा,9869,99,13
औरैय्या,9890,203,12
ममर्ापरु,10973,116,12
सोनभद्र,16562,251,10
बलरामपरु,7356,138,8
