"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","332","100","223870","1","12207","236077","513"
"Bageshwar","181","394","198354","0","5764","204118","501"
"Chamoli","600","722","274335","0","12245","286580","752"
"Champawat","391","582","227063","0","7605","234668","667"
"Dehradun","5063","4789","1815643","9","112417","1928060","2015"
"Haridwar","2779","2550","2038039","4","51512","2089551","1123"
"Nainital","647","891","521009","0","39242","560251","889"
"Pauri Garhwal","1011","1088","371205","0","17689","388894","661"
"Pithoragarh","435","122","207611","0","10263","217874","759"
"Rudraprayag","173","153","185396","1","8801","194197","535"
"Tehri Garhwal","305","236","291099","0","15836","306935","413"
"US Nagar","711","543","878045","0","37877","915922","1103"
"Uttarkashi","392","442","327218","1","12556","339774","479"
"Total","13020","12612","7558887","16","344014","7902901","10410"
