TT|2022-02-28 07:55:09.972275|GetSource|ERR|File Not Found
TT|2022-02-28 09:55:09.202384|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 09:55:22.223153|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 11:55:09.455203|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 11:55:24.833570|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 19:55:09.820827|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 19:55:27.603163|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 20:55:10.059271|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 20:55:25.368724|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 21:55:10.890277|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 21:55:26.780714|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 22:55:10.944950|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 22:55:27.070192|ExtractFromHTML|OK|COMPLETED
TT|2022-02-28 23:55:10.300454|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-02-28 23:55:28.482752|ExtractFromHTML|OK|COMPLETED
TT|2022-03-01 07:47:28.401883|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-01 07:47:46.593544|ExtractFromHTML|OK|COMPLETED
TT|2022-03-01 07:55:10.242569|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-01 07:55:26.821837|ExtractFromHTML|OK|COMPLETED
TT|2022-03-01 08:02:22.250539|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-01 08:02:38.783215|ExtractFromHTML|OK|COMPLETED
TT|2022-03-01 09:55:09.932407|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
