"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","789","238","230840","0","12223","243063","648"
"Bageshwar","597","466","203285","0","5765","209050","949"
"Chamoli","513","771","282723","0","12247","294970","415"
"Champawat","565","1302","235162","0","7608","242770","515"
"Dehradun","2288","2610","1872201","2","112566","1984767","1160"
"Haridwar","3834","2663","2087660","2","51554","2139214","2011"
"Nainital","1436","1141","538976","5","39306","578282","1033"
"Pauri Garhwal","1256","1261","382618","0","17722","400340","1333"
"Pithoragarh","640","293","213091","0","10267","223358","690"
"Rudraprayag","440","530","189990","0","8801","198791","544"
"Tehri Garhwal","196","455","295521","0","15840","311361","384"
"US Nagar","1910","993","897420","1","37886","935306","2030"
"Uttarkashi","281","445","333681","0","12560","346241","415"
"Total","14745","13168","7763168","10","344345","8107513","12127"
