,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2023-06-11,AS,Airport Quarantine,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
1,2023-06-11,AS,Baksa,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
2,2023-06-11,AS,Barpeta,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
3,2023-06-11,AS,Biswanath,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
4,2023-06-11,AS,Bongaigaon,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
5,2023-06-11,AS,Cachar,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
6,2023-06-11,AS,Charaideo,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
7,2023-06-11,AS,Chirang,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
8,2023-06-11,AS,Darrang,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
9,2023-06-11,AS,Dhemaji,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
10,2023-06-11,AS,Dhubri,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
11,2023-06-11,AS,Dibrugarh,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
12,2023-06-11,AS,Dima Hasao,,,,,,,,2023-06-13 01:16:27.556962,,,Since there are no updates for 12th June from MoHFW the portal reflects data of 11th June 2023,746138,8035,738084,,0,0
