"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19956","19647","42","267"
"2","Chengalpattu","243196","237619","2919","2658"
"3","Chennai","770636","754433","7134","9069"
"4","Coimbatore","332372","328820","935","2617"
"5","Cuddalore","74502","73456","151","895"
"6","Dharmapuri","36285","35941","61","283"
"7","Dindigul","37620","36858","97","665"
"8","Erode","133117","132142","241","734"
"9","Kallakurichi","36649","36333","101","215"
"10","Kancheepuram","95952","94130","520","1302"
"11","Kanyakumari","87577","86019","473","1085"
"12","Karur","29849","29422","55","372"
"13","Krishnagiri","59900","59397","133","370"
"14","Madurai","91706","90169","301","1236"
"15","Mayiladuthurai","26599","26213","56","330"
"16","Nagapattinam","25527","25111","41","375"
"17","Namakkal","68265","67581","150","534"
"18","Nilgiris","42357","42062","69","226"
"19","Perambalur","14670","14309","112","249"
"20","Pudukottai","34611","34086","99","426"
"21","Ramanathapuram","24769","24347","54","368"
"22","Ranipet","54460","53412","261","787"
"23","Salem","127987","125924","301","1762"
"24","Sivagangai","24169","23792","158","219"
"25","Tenkasi","33058","32363","205","490"
"26","Thanjavur","92413","91230","143","1040"
"27","Theni","50830","50150","147","533"
"28","Thirupathur","35799","35139","27","633"
"29","Thiruvallur","149919","146919","1061","1939"
"30","Thiruvannamalai","67163","66260","218","685"
"31","Thiruvarur","48157","47605","79","473"
"32","Thoothukudi","65851","64950","453","448"
"33","Tirunelveli","63884","62833","606","445"
"34","Tiruppur","130246","129040","154","1052"
"35","Trichy","96137","94325","651","1161"
"36","Vellore","57543","56301","79","1163"
"37","Villupuram","54932","54349","217","366"
"38","Virudhunagar","57395","56528","313","554"
"39","Airport Surveillance 
(International)","1366","1344","21","1"
"40","Airport Surveillance 
(Domestic)","1140","1135","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,98,992","34,42,122","18,842","38,028"
