"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16921","16636","21","264"
"2","Chengalpattu","173663","170489","641","2533"
"3","Chennai","557822","548023","1194","8605"
"4","Coimbatore","249963","246259","1242","2462"
"5","Cuddalore","64387","63434","81","872"
"6","Dharmapuri","28788","28386","124","278"
"7","Dindigul","33222","32520","52","650"
"8","Erode","106188","104668","824","696"
"9","Kallakurichi","31551","31295","46","210"
"10","Kancheepuram","75564","74102","199","1263"
"11","Kanyakumari","62761","61586","118","1057"
"12","Karur","24589","24037","190","362"
"13","Krishnagiri","43824","43382","89","353"
"14","Madurai","75505","74208","114","1183"
"15","Mayiladuthurai","23371","23022","31","318"
"16","Nagapattinam","21318","20867","95","356"
"17","Namakkal","53404","52447","451","506"
"18","Nilgiris","34064","33656","194","214"
"19","Perambalur","12102","11847","11","244"
"20","Pudukottai","30325","29871","36","418"
"21","Ramanathapuram","20624","20239","26","359"
"22","Ranipet","43551","42739","37","775"
"23","Salem","101250","99052","496","1702"
"24","Sivagangai","20382","20118","55","209"
"25","Tenkasi","27394","26895","13","486"
"26","Thanjavur","76069","74835","239","995"
"27","Theni","43605","43072","12","521"
"28","Thirupathur","29389","28738","24","627"
"29","Thiruvallur","120154","118030","277","1847"
"30","Thiruvannamalai","55176","54449","57","670"
"31","Thiruvarur","41852","41279","115","458"
"32","Thoothukudi","56488","56034","44","410"
"33","Tirunelveli","49638","49105","100","433"
"34","Tiruppur","97042","95445","599","998"
"35","Trichy","78410","77045","284","1081"
"36","Vellore","50166","48889","136","1141"
"37","Villupuram","46010","45610","43","357"
"38","Virudhunagar","46391","45819","24","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,25,467","26,80,667","8,337","36,463"
