District,Recovered,Deceased,Active
लखनऊ,295388,2694,816
गौतम बिु नगर,102767,491,731
गाज़ियाबाद,86497,473,351
िाराणसी,97873,988,147
गोरखपरु,66032,866,75
कानपरु नगर,91748,1923,74
झ सी,44089,675,69
फतहेपरु,8382,141,56
मरेठ,88249,932,50
प्रय गर ज,87571,1122,50
चदंौली,17615,381,46
लखीमपरु-खीरी,30067,300,46
जौनपरु,24472,244,45
आगरा,36036,465,43
बलुदंशहर,26459,254,42
हरदोई,17406,375,40
अयोध्य,18719,293,39
सहारनपरु,38420,428,36
अलीगढ,25566,113,35
मथरु,25709,406,33
ब र बकंी,23757,227,32
र य बरेली,21438,348,31
अमरोह,19298,208,30
मरुादाबाद,46119,369,28
औरैय्य,10837,211,24
मह र जगजं,14853,146,24
कन्नौज,10888,126,22
आजमगढ़,19470,235,21
देवररय,22442,230,21
श हजह ंपरु,24451,446,21
उन्न व,16966,257,21
बरेली,50138,377,18
पीलीभीत,12759,207,18
प्रतापगढ़,16780,163,18
सीत परु,15793,189,18
गाजीपरु,23893,295,15
गोंड,14181,285,15
इट व,15790,297,13
सभंल,11045,109,13
अम्बडेकर नगर,5980,167,12
बागपत,11082,144,12
मनैपरुी,11541,189,12
ससद्ध थ नगर,11529,102,11
