"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","221","47","232167","0","12231","244398","703"
"Bageshwar","192","482","206224","0","5766","211990","492"
"Chamoli","124","231","285860","0","12249","298109","347"
"Champawat","780","1125","242435","1","7614","250049","1195"
"Dehradun","966","1481","1887698","6","112612","2000310","387"
"Haridwar","3913","3819","2120743","1","51564","2172307","1331"
"Nainital","333","300","547939","4","39324","587263","505"
"Pauri Garhwal","835","778","391595","0","17731","409326","562"
"Pithoragarh","366","6","216905","0","10270","227175","743"
"Rudraprayag","104","396","193238","2","8805","202043","476"
"Tehri Garhwal","59","321","298378","0","15840","314218","358"
"US Nagar","1405","1605","910014","2","37891","947905","347"
"Uttarkashi","61","621","336388","1","12562","348950","282"
"Total","9359","11212","7869584","17","344459","8214043","7728"
