"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19985","6","267"
"2","Chengalpattu","253086","250206","219","2661"
"3","Chennai","791735","780482","2183","9070"
"4","Coimbatore","340754","337911","225","2618"
"5","Cuddalore","75927","74963","68","896"
"6","Dharmapuri","36843","36555","5","283"
"7","Dindigul","39161","38444","52","665"
"8","Erode","136476","135606","136","734"
"9","Kallakurichi","36947","36728","4","215"
"10","Kancheepuram","98275","96963","9","1303"
"11","Kanyakumari","90315","89085","144","1086"
"12","Karur","30274","29886","16","372"
"13","Krishnagiri","62507","61990","145","372"
"14","Madurai","93248","91940","72","1236"
"15","Mayiladuthurai","27431","27045","56","330"
"16","Nagapattinam","26043","25640","28","375"
"17","Namakkal","69784","69219","31","534"
"18","Nilgiris","42911","42663","22","226"
"19","Perambalur","14946","14652","45","249"
"20","Pudukottai","35282","34832","24","426"
"21","Ramanathapuram","25011","24627","15","369"
"22","Ranipet","56652","55847","18","787"
"23","Salem","131784","129926","94","1764"
"24","Sivagangai","25192","24924","49","219"
"25","Tenkasi","33968","33453","25","490"
"26","Thanjavur","93582","92509","32","1041"
"27","Theni","51855","51309","13","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153577","151616","19","1942"
"30","Thiruvannamalai","68423","67719","19","685"
"31","Thiruvarur","48992","48497","22","473"
"32","Thoothukudi","67372","66856","68","448"
"33","Tirunelveli","66164","65628","91","445"
"34","Tiruppur","132199","131121","25","1053"
"35","Trichy","98211","96953","97","1161"
"36","Vellore","58147","56944","40","1163"
"37","Villupuram","56420","56018","35","367"
"38","Virudhunagar","59606","58992","59","555"
"39","Airport Surveillance 
(International)","1400","1393","6","1"
"40","Airport Surveillance 
(Domestic)","1169","1166","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,88,449","35,46,178","4,223","38,048"
