"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","203","385","226029","0","12217","238246","217"
"Bageshwar","101","308","200381","0","5764","206145","157"
"Chamoli","501","434","277651","0","12245","289896","1037"
"Champawat","543","111","229533","0","7605","237138","1412"
"Dehradun","2493","2199","1848438","7","112485","1960923","534"
"Haridwar","2204","2498","2060984","1","51528","2112512","640"
"Nainital","1106","1074","528361","0","39250","567611","895"
"Pauri Garhwal","420","119","376292","0","17690","393982","934"
"Pithoragarh","317","465","210050","0","10263","220313","539"
"Rudraprayag","266","243","186838","0","8801","195639","478"
"Tehri Garhwal","201","155","292609","0","15838","308447","597"
"US Nagar","706","855","885876","0","37878","923754","934"
"Uttarkashi","216","268","330569","0","12559","343128","650"
"Total","9277","9114","7653611","8","344123","7997734","9024"
