"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","0","41184","0","40812","3","0","369","0"
"","2","Ballari","0","117256","5","115441","27","0","1786","2"
"","3","Belagavi","0","101737","6","100701","28","0","1006","2"
"","4","Bengaluru Rural","0","80326","5","79411","5","0","910","0"
"","5","Bengaluru urban","1","1872093","0","1852830","2275","1","16987","1"
"","6","Bidar","0","30037","1","29612","1","0","420","4"
"","7","Chamarajanagara","0","44348","5","43807","2","0","528","11"
"","8","Chikkaballapura","1","56127","0","55647","17","0","462","1"
"","9","Chikkamagaluru","0","58069","4","57657","5","0","407","0"
"","10","Chitradurga","0","46559","0","46314","4","0","241","0"
"","11","Dakshina 
Kannada","10","137059","6","135157","42","0","1850","10"
"","12","Davanagere","0","58145","0","57517","0","0","628","0"
"","13","Dharwada","0","86187","2","84764","8","0","1408","7"
"","14","Gadag","2","30688","0","30347","2","0","339","0"
"","15","Hassana","0","145694","0","144373","11","0","1308","2"
"","16","Haveri","0","27166","0","26489","3","0","674","0"
"","17","Kalaburagi","5","77545","0","76628","28","0","889","0"
"","18","Kodagu","4","50763","0","50337","72","0","353","1"
"","19","Kolara","2","64113","5","63433","13","0","667","0"
"","20","Koppala","0","41567","0","41022","1","0","544","0"
"","21  Mandya","","1","102380","1","101662","6","0","712","0"
"","22  Mysuru","","5","233607","13","230954","83","0","2570","0"
"","23","Raichuru","3","46287","0","45909","9","0","369","0"
"","24","Ramanagara","6","31174","36","30751","75","0","348","0"
"","25","Shivamogga","0","84573","7","83407","23","0","1142","1"
"","26","Tumakuru","1","160850","0","159610","17","0","1223","0"
"","27","Udupi","1","96343","10","95773","20","0","550","0"
"","28","Uttara Kannada","0","71963","4","71138","8","0","817","0"
"","29","Vijayapura","1","41201","0","40676","3","0","522","0"
"","30","Yadagiri","0","30023","0","29810","2","0","211","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","43","4065100","110","4022022","2793","1","40243","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
 
Date: 03-10 -2022 
Page 5 of 7","","","","","","","","","",""
