"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","6","35203","0","34854","16","0","333","0"
"2","Ballari","43","98049","0","96062","300","0","1687","0"
"3","Belagavi","70","80504","6","79141","415","0","948","0"
"4","Bengaluru Rural","111","62422","4","61256","274","0","892","0"
"5","Bengaluru Urban","7113","1290299","323","1241721","32157","3","16420","1"
"6","Bidar","13","24396","2","23946","42","0","404","4"
"7","Chamarajanagara","10","33147","2","32606","26","0","504","11"
"8","Chikkaballapura","36","44101","1","43572","96","0","432","1"
"9","Chikkamagaluru","22","51545","12","51063","84","0","398","0"
"10","Chitradurga","15","36826","0","36557","57","0","212","0"
"11","Dakshina 
Kannada","295","117343","14","114645","994","0","1697","7"
"12","Davanagere","12","51077","3","50421","48","0","608","0"
"13","Dharwada","56","61785","25","60223","235","0","1325","2"
"14","Gadag","16","26120","0","25755","46","0","319","0"
"15","Hassana","139","112678","29","111050","363","0","1263","2"
"16","Haveri","0","21961","0","21318","0","0","643","0"
"17","Kalaburagi","58","62188","5","61161","203","1","824","0"
"18","Kodagu","26","37911","0","37348","224","0","338","1"
"19","Kolara","65","47388","3","46518","227","0","643","0"
"20","Koppala","3","35219","0","34672","19","0","528","0"
"21","Mandya","183","74440","5","73286","497","0","657","0"
"22","Mysuru","203","180932","15","177832","672","0","2428","0"
"23","Raichuru","4","40003","0","39659","11","0","333","0"
"24","Ramanagara","28","24286","0","23898","65","0","323","0"
"25","Shivamogga","66","69900","2","68586","224","0","1090","0"
"26","Tumakuru","53","121590","12","120193","253","0","1144","0"
"27","Udupi","186","77849","36","76642","716","0","491","0"
"28","Uttara Kannada","52","56806","8","55894","134","0","778","0"
"29","Vijayapura","22","36402","1","35802","105","0","495","0"
"30","Yadagiri","0","27552","0","27342","4","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","8906","3039958","508","2963056","38507","4","38366","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 08-01-2022  
 Page 5 of 8","","","","","","","","",""
