"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235438","232753","27","2658"
"3","Chennai","751123","741928","127","9068"
"4","Coimbatore","329935","327301","17","2617"
"5","Cuddalore","74253","73354","4","895"
"6","Dharmapuri","36191","35908","0","283"
"7","Dindigul","37477","36812","0","665"
"8","Erode","132667","131933","0","734"
"9","Kallakurichi","36521","36306","0","215"
"10","Kancheepuram","94391","93080","9","1302"
"11","Kanyakumari","86223","85129","9","1085"
"12","Karur","29753","29380","1","372"
"13","Krishnagiri","59633","59259","4","370"
"14","Madurai","91029","89792","1","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25441","25066","0","375"
"17","Namakkal","68005","67469","2","534"
"18","Nilgiris","42129","41896","7","226"
"19","Perambalur","14461","14212","0","249"
"20","Pudukottai","34466","34039","1","426"
"21","Ramanathapuram","24676","24307","1","368"
"22","Ranipet","53919","53131","1","787"
"23","Salem","127369","125603","4","1762"
"24","Sivagangai","23826","23607","0","219"
"25","Tenkasi","32745","32254","1","490"
"26","Thanjavur","92150","91104","7","1039"
"27","Theni","50601","50067","1","533"
"28","Thirupathur","35734","35101","0","633"
"29","Thiruvallur","147454","145503","12","1939"
"30","Thiruvannamalai","66812","66125","2","685"
"31","Thiruvarur","48013","47538","3","472"
"32","Thoothukudi","64957","64503","6","448"
"33","Tirunelveli","62765","62318","2","445"
"34","Tiruppur","129928","128874","2","1052"
"35","Trichy","94945","93781","3","1161"
"36","Vellore","57304","56128","13","1163"
"37","Villupuram","54584","54215","3","366"
"38","Virudhunagar","56833","56278","1","554"
"39","Airport Surveillance 
(International)","1248","1243","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,910","34,14,610","275","38,025"
