"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","656","603","240293","5","12267","252560","1110"
"Bageshwar","334","36","215601","2","5776","221377","699"
"Chamoli","745","864","295137","0","12255","307392","733"
"Champawat","976","567","267996","2","7685","275681","1112"
"Dehradun","3093","2984","1930024","192","113292","2043316","1631"
"Haridwar","5451","4828","2230019","26","51676","2281695","2616"
"Nainital","1672","1356","579172","26","39554","618726","1150"
"Pauri Garhwal","1309","763","415121","34","17862","432983","1230"
"Pithoragarh","696","251","235162","5","10322","245484","2656"
"Rudraprayag","440","311","202366","1","8807","211173","849"
"Tehri Garhwal","471","325","307585","3","15859","323444","702"
"US Nagar","2493","2398","971575","13","38041","1009616","753"
"Uttarkashi","363","319","344888","1","12567","357455","332"
"Total","18699","15605","8234939","310","345963","8580902","15573"
