"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2053","18","2","0"
"East Jaintia Hills","0","0","0","2628","38","0","0"
"East Khasi Hills","4","4","0","47318","1075","62","28"
"Eastern West Khasi Hills","0","0","0","142","8","0","0"
"North Garo Hills","0","0","0","1883","9","2","0"
"Ri-Bhoi","11","5","0","10400","99","24","4"
"South Garo Hills","0","0","0","1344","13","1","0"
"South West Garo Hills","1","0","0","2102","20","6","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","13","5","0","10904","80","110","3"
"West Jaintia Hills","1","0","0","7203","139","7","0"
"West Khasi Hills","0","0","0","5657","76","2","0"
"Total","30","14","0","94335","1595","216","35"
