"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4512","4127","1","4","380"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3197","3088","0","3","106"
"Champawat","1909","1887","1","1","20"
"Dehradun","32885","32318","30","174","363"
"Haridwar","13081","12806","16","25","234"
"Nainital","11310","11240","3","29","38"
"Pauri Garhwal","5265","4279","0","18","968"
"Pithoragarh","2558","2420","0","4","134"
"Rudraprayag","2702","2573","1","2","126"
"Tehri Garhwal","2351","2021","0","5","325"
"U.S. Nagar","8783","8510","0","5","268"
"Uttarkashi","1639","1466","0","5","168"
"Total","92280","88736","53","275","3216"
