District,Recovered,Deceased,Active
क्रिरोजाबाद,10522,136,20
सभंल,11007.0,109.0,18.0
फर्रखाबाद,11862.0,197.0,17.0
सोनभद्र,18622.0,257.0,17.0
मनैपरुी,11453.0,189.0,16.0
पीलीभीत,12706.0,205.0,16.0
अयोध्या,18650.0,293.0,15.0
मजुफ्फरनगर,38296.0,277.0,15.0
अलीगढ,25452.0,113.0,14.0
इटावा,15756.0,296.0,14.0
गोंडा,14091.0,284.0,14.0
चदंौली,17513.0,378.0,13.0
महोबा,4455.0,88.0,13.0
बदाय,17898.0,101.0,12.0
बस्ती,12767.0,336.0,12.0
कानपरु देहात,7112.0,110.0,12.0
मरुादाबाद,46057.0,366.0,12.0
चचत्रकट,7739.0,79.0,11.0
मऊ,8921.0,85.0,11.0
बललया,22504.0,245.0,10.0
औरैय्या,10771.0,211.0,9.0
बलरामपरु,8102.0,139.0,9.0
भदोही,8457.0,165.0,9.0
बबजनौर,18273.0,139.0,9.0
लमर्ापरु,11942.0,124.0,9.0
गाजीपरु,23857.0,295.0,8.0
शामली,16682.0,48.0,8.0
हापड़ु,15179.0,224.0,7.0
कासगजं,4874.0,55.0,7.0
श्रावस्ती,5227.0,41.0,7.0
हार्रस,3712.0,43.0,4.0
रामपरु,14599.0,153.0,4.0
