District,Recovered,Deceased,Active
लखनऊ,292954,2687,583
गौतम बिु नगर,97293,490,276
गोरखपरु,65640,866,242
प्रयागराज,87099,1106,162
गाज़ियाबाद,84041,473,151
बाराबकंी,23481,225,147
लखीमपरु-खीरी,29794,299,128
िाराणसी,97353,988,121
राय बरेली,21158,346,99
आगरा,35562,464,96
झासी,43737,675,96
लललतपरु,14578,134,94
कानपरु नगर,91373,1923,76
सलु्तानपरु,16780,144,71
मरेठ,87966,931,66
हरदोई,17152,367,64
आजमगढ़,19365,235,58
महाराजगजं,14608,146,53
अम्बडेकर नगर,5890,162,47
जौनपरु,24299,244,45
फतहेपरु,8234,141,37
उन्नाव,16826,257,37
बलुदंशहर,26281,252,34
कुशीनगर,16181,235,32
अमरोहा,19256,207,31
देवररया,22357,230,31
जालौन,13810,208,31
बागपत,11000,143,30
बहराइच,13374,178,30
कन्नौज,10768,125,29
कौशाम्बी,4844,72,29
लसद्धार् नगर,11496,102,29
बरेली,50048,377,28
एटा,12074,100,28
मर्रुा,25531,406,27
प्रतापगढ़,16669,163,27
सतं कबीर नगर,8819,101,24
शाहजहांपरु,24366,447,24
बादा,12019,166,23
हमीरपरु,6027,102,23
सहारनपरु,38328,426,23
अमठेी,11454,145,22
सीतापरु,15725,187,22
