"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","1","2080","20","3","0"
"East Jaintia Hills","2","1","0","2673","39","8","0"
"East Khasi Hills","3","7","0","47791","1078","37","17"
"Eastern West Khasi Hills","1","0","0","158","9","2","0"
"North Garo Hills","0","0","0","1918","10","3","0"
"Ri-Bhoi","1","4","0","10550","101","19","1"
"South Garo Hills","0","1","0","1432","15","2","1"
"South West Garo Hills","1","1","0","2248","21","15","0"
"South West Khasi Hills","0","2","0","2716","20","5","0"
"West Garo Hills","5","8","0","11768","84","238","7"
"West Jaintia Hills","0","2","0","7315","141","18","2"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","14","26","1","96319","1616","350","28"
