,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-08-20,ML,East Garo Hills,,,,2079,19,2057,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
1,2022-08-20,ML,East Jaintia Hills,,,,2671,39,2624,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
2,2022-08-20,ML,East Khasi Hills,,,,47788,1078,46649,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
3,2022-08-20,ML,Eastern West Khasi Hills,,,,157,9,147,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
4,2022-08-20,ML,North Garo Hills,,,,1918,10,1905,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
5,2022-08-20,ML,Ri-Bhoi,,,,10549,101,10420,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
6,2022-08-20,ML,South Garo Hills,,,,1432,15,1414,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
7,2022-08-20,ML,South West Garo Hills,,,,2247,21,2211,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
8,2022-08-20,ML,South West Khasi Hills,,,,2716,30,2689,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
9,2022-08-20,ML,West Garo Hills,,,,11763,84,11440,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
10,2022-08-20,ML,West Jaintia Hills,,,,7315,141,7156,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
11,2022-08-20,ML,West Khasi Hills,,,,5670,78,5592,,2022-08-24T17:15:02.041608+05:30,,,,96305,1615,94304,,0,0
