"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 06-04-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","45","197","261166","259963[38]","99.54","1006","598","1170","414","5079119"
"2","Faridabad","11","36","127082","126307[8]","99.39","739","501","750","216","3871412"
"3","Hisar","0","0","62047","60872","98.11","1175","54","828","62","2297577"
"4","Sonepat","2","14","58557","58267[2]","99.50","276","181","439","60","2225315"
"5","Karnal","0","1","48172","47575","98.76","596","144","541","64","2306332"
"6","Panipat","0","1","36059","35386","98.13","672","194","360","40","1993201"
"7","Panchkula","0","2","44134","43718","99.06","414","154","114","55","1071433"
"8","Ambala","0","0","40758","40216","98.67","542","300","552","95","2055832"
"9","Sirsa","0","0","33372","32833","98.38","539","65","439","20","1896033"
"10","Rohtak","0","0","31823","31269[2]","98.26","537","186","730","83","1650772"
"11","Yamunanagar","0","2","30649","30192","98.51","455","71","823","79","1878681"
"12","Bhiwani","0","1","26487","25821","97.49","665","236","532","53","1716669"
"13","Kurukshetra","1","1","26823","26425","98.52","397","347","563","87","1472039"
"14","Mahindergarh","0","0","24754","24589","99.33","165","95","246","105","1344737"
"15","Jind","0","1","24348","23805","97.77","542","112","657","30","1656873"
"16","Rewari","0","0","24589","24365","99.09","224","101","338","299","1520649"
"17","Jhajjar","0","0","23426","23070","98.48","350","92","363","33","1538838"
"18","Fatehabad","0","0","20055","19557","97.52","498","9","76","15","1181708"
"19","Kaithal","0","0","14228","13857[1]","97.39","371","94","481","50","1692415"
"20","Palwal","0","0","13475","13305[3]","98.74","170","97","171","32","1484864"
"21","Charkhi Dadri","0","0","7426","7281","98.05","145","150","124","76","854042"
"22","Nuh","0","1","6108","5968","97.71","139","7","85","4","1217255"
"Haryana","","59","257","985538","974641[54]","98.89","10617","3788","10382","1972","42005796"
