,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Bilaspur,4,0,1,,19,148,0,23,16.0,0.0,19.0,0.0,279.0,1527.0,0,382056,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,14591,86,14479,,327377,318885,0,1,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
1,1,1,1,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Chamba,0,0,0,,57,349,0,6,4.0,0.0,9.0,0.0,668.0,10593.0,0,518844,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,13734,160,13562,,374439,354386,0,2,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
2,2,2,2,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Hamirpur,11,1,24,,37,88,0,80,45.0,3.0,76.0,0.0,463.0,6741.0,0,454293,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,17986,306,17609,,383293,362642,0,1,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
3,3,3,3,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Kangra,8,0,37,,232,1020,0,199,124.0,2.0,179.0,0.0,1867.0,38686.0,0,1507223,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,52086,1174,50714,,1203982,1144286,0,5,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
4,4,4,4,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Kinnaur,0,0,0,,12,62,0,5,2.0,0.0,2.0,0.0,59.0,911.0,0,84298,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,3528,39,3487,,80010,68608,0,0,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
5,5,5,5,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Kullu,1,0,0,,119,407,0,4,5.0,0.0,5.0,0.0,1087.0,12586.0,0,437474,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,9742,158,9576,,362431,324723,0,2,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
6,6,6,6,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Lahaul and Spiti,0,0,0,,0,9,0,0,0.0,0.0,0.0,0.0,1.0,72.0,0,31528,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,2960,18,2942,,32153,25503,0,0,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
7,7,7,7,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Mandi,8,0,8,,81,346,0,37,89.0,1.0,73.0,0.0,1039.0,18353.0,0,999518,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,32014,462,31452,,792492,742065,0,0,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
8,8,8,8,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Shimla,4,1,19,,236,1087,0,99,78.0,3.0,142.0,0.0,2299.0,20289.0,0,813384,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,28003,652,27240,,697913,639299,0,4,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
9,9,9,9,2021-12-09,HP,52,2,100,0,1343,6813,0,544,451.0,9.0,605.0,0,12373.0,157053.0,0.0,Sirmaur,1,0,0,,126,441,0,3,4.0,0.0,1.0,0.0,1167.0,8186.0,0,530164,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,15469,211,15254,,438888,412221,0,0,2021-12-09 21:27:21,7300000,2021-12-09 19:00:00+05:30,https://twitter.com/nhm_hp,,227805,3842,223274,,5843934,5421619,0,17,0.0,0.0
