Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2021-12-09,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,342573,7136,11,335060,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58801,1426,4,57363,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96285,1598,2,94678,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155935,4263,14,151585,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104060,2833,7,101163,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59993,1123,10,58860,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85624,804,6,84804,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89021,1564,4,87439,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46158,655,11,45491,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30461,669,33,29756,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40513,569,7,39935,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Hingoli,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18487,507,1,17974,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Jalgaon,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,139886,2714,32,137135,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Jalna,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60755,1212,1,59500,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Kolhapur,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,206863,5850,5,200951,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Latur,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,92283,2442,6,89789,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Mumbai,,,2556 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,764654,16354,2556,743979,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Nagpur,,,71 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,493694,9128,71,484412,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Nanded,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,90466,2659,7,87782,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Nandurbar,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40008,948,3,39054,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Nashik,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,412413,8726,1,403317,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Osmanabad,,,116 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,68044,1983,116,65925,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Other State,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,144,111,2,31,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Palghar,,,15 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,138743,3302,15,135226,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Parbhani,,,19 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,52426,1236,19,51148,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Pune,,,350 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,1162202,19719,350,1140443,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Raigad,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,197035,4815,7,192042,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Ratnagiri,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,79133,2495,5,76602,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Sangli,,,9 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,210088,5629,9,204412,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Satara,,,31 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,251259,6482,31,244584,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Sindhudurg,,,15 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,53004,1443,15,51504,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Solapur,,,111 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,211215,5588,111,205426,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Thane,,,35 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,614398,11573,35,601740,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Wardha,,,165 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,57354,1218,165,55967,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Washim,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,41677,637,3,41034,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
2021-12-09,MH,Yavatmal,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,76022,1800,4,74194,,2022-01-22 00:35:10.009552,2022-01-22 00:35:10.010380,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6641677,141211,6490305,3679,66517323
