Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Dang,0,0,0,129,729,164,0,0,0,0,0,0,0,226769,2021-12-08 10:34:48.742177,,,866,18,848,82729,153163,55816,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,208979.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Devbhumi Dwarka,0,0,0,0,351,3900,0,0,0,0,0,0,0,752484,2021-12-08 10:34:48.742177,,,4175,82,4093,237634,500477,291969,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,792446.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Gandhinagar,0,0,0,1329,979,5481,0,0,0,0,0,0,0,1387478,2021-12-08 10:34:48.742177,,,20754,205,20549,824355,1172225,680072,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1852297.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Gir Somnath,2,0,0,700,1029,3279,0,0,0,0,0,0,0,1217477,2021-12-08 10:34:48.742177,,,8570,67,8499,374742,840359,354629,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1194988.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Jamnagar,0,0,0,1658,1995,5823,0,0,0,0,0,0,0,2159130,2021-12-08 10:34:48.742177,,,34973,478,34491,875510,1106622,628334,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1734956.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Junagadh,1,0,0,1831,481,13266,0,0,0,0,0,0,0,2742291,2021-12-08 10:34:48.742177,,,20500,272,20225,802717,1314781,683690,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1998471.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Kutch,1,0,0,350,1520,7198,0,0,0,0,0,0,0,2090313,2021-12-08 10:34:48.742177,,,12627,145,12473,819568,1407003,644819,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,2051822.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Kheda,0,0,0,1235,3121,16250,0,0,0,0,0,0,0,2298934,2021-12-08 10:34:48.742177,,,10439,48,10390,625844,1447033,842052,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,2289085.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Mahisagar,0,0,0,1063,12,2155,0,0,0,0,0,0,0,994624,2021-12-08 10:34:48.742177,,,8194,72,8122,381213,815546,446900,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1262446.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Mehsana,0,0,0,2554,1511,9782,0,0,0,0,0,0,0,2027727,2021-12-08 10:34:48.742177,,,24419,177,24242,677825,1401269,841606,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,2242875.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Morbi,0,0,0,807,1055,2215,0,0,0,0,0,0,0,960329,2021-12-08 10:34:48.742177,,,6502,87,6415,372250,666458,293299,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,959757.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Narmada,0,0,0,49,114,2610,0,0,0,0,0,0,0,590379,2021-12-08 10:34:48.742177,,,5955,15,5940,271850,412900,269839,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,682739.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Navsari,2,0,1,1341,230,3092,0,0,0,0,0,0,0,1330711,2021-12-08 10:34:48.742177,,,7214,24,7169,438293,947363,625901,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1573264.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Panchmahal,0,0,0,1509,2224,9192,0,0,0,0,0,0,0,2388267,2021-12-08 10:34:48.742177,,,11770,70,11700,551411,1101724,598187,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1699911.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Patan,0,0,0,876,528,7520,0,0,0,0,0,0,0,1342746,2021-12-08 10:34:48.742177,,,11624,129,11495,463163,848028,508509,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1356537.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Porbandar,0,0,0,513,183,1892,0,0,0,0,0,0,0,586062,2021-12-08 10:34:48.742177,,,3486,19,3467,244427,418581,246603,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,665184.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Rajkot,0,0,0,2367,4082,12835,0,0,0,0,0,0,0,3157676,2021-12-08 10:34:48.742177,,,57969,725,57236,2053915,2219487,1222742,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,3442229.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Sabarkantha,0,0,0,858,582,4975,0,0,0,0,0,0,0,2427346,2021-12-08 10:34:48.742177,,,9316,157,9159,487785,997478,560252,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1557730.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Surat,8,0,3,8611,6099,19306,0,0,0,0,0,0,0,4996391,2021-12-08 10:34:48.742177,,,143851,1955,141865,6415642,4758977,2454878,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,7213855.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Surendranagar,0,0,0,1319,3872,12323,0,0,0,0,0,0,0,1755873,2021-12-08 10:34:48.742177,,,8121,136,7985,519435,1103567,663081,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1766648.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Tapi,0,0,0,436,616,3333,0,0,0,0,0,0,0,806489,2021-12-08 10:34:48.742177,,,4441,24,4417,249933,525588,288468,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,814056.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Vadodara,3,0,4,3011,5554,38125,0,0,0,0,0,0,0,3639775,2021-12-08 10:34:48.742177,,,78128,788,77328,1926262,2604381,1820590,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,4424971.0,0
2021-10-26,GJ,30,0,18,51960,63668,288427,0,0,0,0,0,0,0,Valsad,5,0,5,1518,1037,5558,0,0,0,0,0,0,0,1703068,2021-12-08 10:34:48.742177,,,6390,53,6291,500149,1227662,681664,2021-12-08 10:34:48.741507,67936000,2021-12-08 10:34:48.742505,,,826302,10085,816046,30690456,44520171,24830984,69351155.0,352095.0,1909326.0,0
