Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-12-11,MH,Ahmednagar,,,,342683,7136,335169,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Akola,,,,58801,1427,57363,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Amravati,,,,96288,1598,94678,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Aurangabad,,,,155951,4263,151613,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Beed,,,,104085,2835,101187,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Bhandara,,,,59994,1123,58861,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Buldhana,,,,85628,805,84805,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Chandrapur,,,,89026,1564,87446,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Dhule,,,,46159,655,45492,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Gadchiroli,,,,30462,669,29756,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Gondia,,,,40513,569,39935,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Hingoli,,,,18487,508,17974,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Jalgaon,,,,139890,2714,137139,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Jalna,,,,60773,1212,59511,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Kolhapur,,,,206876,5850,200951,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Latur,,,,92294,2442,89809,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Mumbai,,,,765094,16355,744375,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Nagpur,,,,493703,9128,484419,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Nanded,,,,90471,2660,87789,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Nandurbar,,,,40008,948,39054,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
2021-12-11,MH,Nashik,,,,412486,8733,403427,,2021-12-12 11:14:59.957,2021-12-12 11:14:59.957714,,,6643179,141243,6491805,66759668
