,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-19,DL,Central Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
1,1,2021-12-19,DL,East Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
2,2,2021-12-19,DL,New Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
3,3,2021-12-19,DL,North Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
4,4,2021-12-19,DL,North East Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
5,5,2021-12-19,DL,North West Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
6,6,2021-12-19,DL,Shahdara,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
7,7,2021-12-19,DL,South Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
8,8,2021-12-19,DL,South East Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
9,9,2021-12-19,DL,South West Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
10,10,2021-12-19,DL,West Delhi,,,,,,,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
11,11,2021-12-19,DL,Unknown,,,,1442197.0,25101.0,1416556.0,,2021-12-20 10:02:52.237197,,,,1442197,25101,1416556,32003931
