"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","3814","2963","519","3","335"
"Bageshwar","1919","1672","179","0","72"
"Chamoli","2589","1954","544","2","91"
"Champawat","1678","683","978","0","20"
"Dehradun","29567","19091","10209","112","290"
"Haridwar","11753","9023","2535","16","209"
"Nainital","10661","9500","1176","20","35"
"Pauri Garhwal","4709","1406","2340","13","957"
"Pithoragarh","2232","1604","518","3","119"
"Rudraprayag","2346","1430","805","0","111"
"Tehri Garhwal","2096","1581","268","1","253"
"U.S. Nagar","8276","7513","545","5","237"
"Uttarkashi","1383","1141","99","3","142"
"Total","83023","59561","20715","178","2871"
