"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1","9","70889","0","4904","75787","0"
"Bageshwar","4","0","39779","0","2161","41936","0"
"Chamoli","32","13","51884","0","3366","55248","0"
"Champawat","9","12","65602","0","1993","67592","0"
"Dehradun","356","233","419394","5","38882","458141","36"
"Haridwar","168","141","327654","0","14064","341688","7"
"Nainital","88","110","108761","2","13463","122154","8"
"Pauri Garhwal","93","24","109108","0","5592","114693","7"
"Pithoragarh","2","4","44741","0","2754","47483","0"
"Rudraprayag","9","1","31548","0","3058","34606","0"
"Tehri Garhwal","153","57","49905","0","2623","52521","13"
"US Nagar","271","232","162893","0","9328","172197","17"
"Uttarkashi","32","20","47664","0","1919","49581","0"
"Total","1218","856","1529822","7","104107","1633627","88"
