"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","12","0","0","0","1933","1905","16"
"East Jaintia Hills","31","5","8","0","2502","2439","32"
"East Khasi Hills","1552","242","127","0","44862","42291","1019"
"Eastern West Khasi Hills","23","2","0","0","29","4","2"
"North Garo Hills","16","5","1","0","1704","1680","8"
"Ri-Bhoi","152","18","9","0","9956","9714","90"
"South Garo Hills","16","2","4","0","1241","1213","12"
"South West Garo Hills","23","4","1","0","1900","1859","18"
"South West Khasi Hills","17","2","1","0","2574","2540","17"
"West Garo Hills","325","16","9","1","9592","9193","74"
"West Jaintia Hills","64","8","5","0","6916","6716","136"
"West Khasi Hills","26","1","3","0","5555","5455","74"
"Total","2257","305","168","1","88764","85009","1498"
