"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","7","1","0","0","1907","1886","14"
"East Jaintia Hills","3","0","0","0","2444","2409","32"
"East Khasi Hills","217","10","19","0","41803","40585","1001"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","2","0","3","0","9732","9640","90"
"South Garo Hills","1","0","0","0","1218","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","4","0","1","0","9081","9004","73"
"West Jaintia Hills","1","0","0","0","6822","6685","136"
"West Khasi Hills","5","1","0","0","5517","5438","74"
"Total","240","12","23","0","84631","82916","1475"
