"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20256","19976","13","267"
"2","Chengalpattu","252841","249824","357","2660"
"3","Chennai","790997","779602","2325","9070"
"4","Coimbatore","340545","337627","300","2618"
"5","Cuddalore","75871","74886","89","896"
"6","Dharmapuri","36841","36535","23","283"
"7","Dindigul","39093","38344","84","665"
"8","Erode","136359","135457","168","734"
"9","Kallakurichi","36941","36720","6","215"
"10","Kancheepuram","98172","96853","16","1303"
"11","Kanyakumari","90150","88859","205","1086"
"12","Karur","30269","29874","23","372"
"13","Krishnagiri","62367","61819","176","372"
"14","Madurai","93166","91852","78","1236"
"15","Mayiladuthurai","27404","27026","48","330"
"16","Nagapattinam","26008","25615","18","375"
"17","Namakkal","69758","69183","41","534"
"18","Nilgiris","42890","42625","39","226"
"19","Perambalur","14922","14642","31","249"
"20","Pudukottai","35263","34810","27","426"
"21","Ramanathapuram","25004","24622","13","369"
"22","Ranipet","56565","55709","69","787"
"23","Salem","131682","129769","149","1764"
"24","Sivagangai","25151","24882","50","219"
"25","Tenkasi","33944","33410","44","490"
"26","Thanjavur","93548","92455","52","1041"
"27","Theni","51849","51303","13","533"
"28","Thirupathur","36091","35449","9","633"
"29","Thiruvallur","153442","151440","60","1942"
"30","Thiruvannamalai","68376","67669","22","685"
"31","Thiruvarur","48975","48490","12","473"
"32","Thoothukudi","67305","66773","84","448"
"33","Tirunelveli","66075","65514","116","445"
"34","Tiruppur","132161","131021","87","1053"
"35","Trichy","98115","96864","90","1161"
"36","Vellore","58124","56921","40","1163"
"37","Villupuram","56372","55924","81","367"
"38","Virudhunagar","59544","58880","109","555"
"39","Airport Surveillance 
(International)","1396","1391","4","1"
"40","Airport Surveillance 
(Domestic)","1167","1165","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,85,427","35,42,208","5,172","38,047"
