"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","1","0","2081","20","1","0"
"East Jaintia Hills","1","3","0","2675","39","4","0"
"East Khasi Hills","3","4","0","47808","1078","36","22"
"Eastern West Khasi Hills","1","0","0","160","9","4","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","0","1","0","10556","101","13","1"
"South Garo Hills","1","0","1","1438","16","5","3"
"South West Garo Hills","0","1","0","2250","21","7","0"
"South West Khasi Hills","0","4","0","2717","20","1","0"
"West Garo Hills","3","7","0","11780","84","29","5"
"West Jaintia Hills","2","3","0","7321","141","11","2"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","11","24","1","96374","1617","111","33"
