"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","168","166","66795","7","4577","71366","12"
"Bageshwar","7","12","36576","0","2098","38670","0"
"Chamoli","22","13","50387","2","3245","53630","0"
"Champawat","41","8","62821","0","1915","64733","0"
"Dehradun","621","519","389533","113","34779","424177","76"
"Haridwar","198","183","315318","9","13399","328687","27"
"Nainital","277","188","95569","40","11645","107144","49"
"Pauri Garhwal","128","131","100441","1","5322","105756","14"
"Pithoragarh","17","17","43479","3","2578","46045","0"
"Rudraprayag","22","16","28449","0","2720","31169","0"
"Tehri Garhwal","108","203","40954","4","2436","43383","13"
"US Nagar","607","192","144200","4","8906","153082","54"
"Uttarkashi","78","8","44672","0","1727","46397","7"
"Total","2294","1656","1419194","183","95347","1514239","252"
