District,Recovered,Deceased,Active
लखनऊ,286830,2679,3603
झ सी,41829,670,1849
गौतम बिु नगर,94884,488,1275
िाराणसी,95655,984,959
प्रय गर ज,85821,1101,816
लखीमपरु-खीरी,28511,298,765
गाज़ियाबाद,82708,473,763
र य बरेली,20151,345,561
गोरखपरु,64955,861,533
मरेठ,87280,929,462
श हजह परु,23602,446,426
कानपरु नगर,90530,1921,409
बरेली,49423,377,404
सीत परु,14978,187,395
आगरा,34851,464,383
ज लौन,13225,206,372
बलुदंशहर,25749,249,351
पीलीभीत,12210,202,346
ब र बकी,22968,226,328
बद य,17390,101,319
हरदोई,16442,362,304
लललतपरु,14049,130,300
लसद्ध र् नगर,11070,102,289
उन्न व,16372,256,282
आजमगढ़,19011,234,281
देवररय,21919,227,256
मह र जगज,14026,145,248
जौनपरु,23881,243,244
गाजीपरु,23504,291,237
कन्नौज,10343,119,217
मजुफ्फरनगर,37987,276,205
सलु्त नपरु,16439,144,202
अलीगढ,25146,113,200
बहर इच,13001,178,199
सोनभद्र,18281,256,196
फतहेपरु,7845,141,178
बबजनौर,18015,136,176
ब द,11740,163,171
सहारनपरु,38089,425,163
हमीरपरु,5736,102,160
शामली,16467,48,159
हापड़ु,14969,222,158
अम्बडेकर नगर,5636,159,157
