District,Recovered,Deceased,Active
मर्रु,25261,406,156
अमरोह,19000.0,205.0,155.0
मरुादाबाद,45822.0,365.0,155.0
भदोही,8203.0,164.0,151.0
गोंड,13780.0,280.0,143.0
क नपरु देह त,6821.0,110.0,142.0
फर्रख ब द,11692.0,197.0,124.0
प्रतापगढ़,16450.0,163.0,121.0
चदौली,17322.0,376.0,112.0
कुशीनगर,15991.0,233.0,112.0
बस्ती,12593.0,334.0,110.0
अमठेी,11184.0,145.0,96.0
एट,11952.0,100.0,94.0
बललय,22387.0,245.0,93.0
इट व,15573.0,295.0,92.0
श्र वस्ती,4972.0,39.0,91.0
अयोध्य,18463.0,292.0,82.0
कौश म्बी,4700.0,72.0,80.0
लमर् परु,11828.0,121.0,74.0
र मपरु,14489.0,152.0,69.0
क्रिरोजाबाद,10408.0,136.0,68.0
औरैय्य,10650.0,210.0,65.0
बागपत,10911.0,140.0,65.0
चचत्रकट,7630.0,79.0,65.0
मऊ,8841.0,84.0,58.0
सत कबीर नगर,8745.0,100.0,58.0
मनैपरुी,11350.0,189.0,54.0
सभल,10931.0,108.0,52.0
महोब,4352.0,88.0,51.0
बलर मपरु,8012.0,139.0,38.0
क सगज,4815.0,54.0,28.0
ह र्रस,3672.0,43.0,25.0
