Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-02-19,AP,Anantapur,,,,177037,1105,0,175804,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Chittoor,,,,272162,1992,0,269891,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,East Godavari,,,,315975,1298,0,311359,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Guntur,,,,202808,1276,0,200972,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Y.S.R. Kadapa,,,,134764,652,0,133985,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Krishna,,,,136565,1490,0,133893,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Kurnool,,,,144209,867,0,143267,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,S.P.S. Nellore,,,,164212,1089,0,162948,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Prakasam,,,,155712,1146,0,154109,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Srikakulam,,,,133911,798,0,133045,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Visakhapatnam,,,,190637,1183,0,189370,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Vizianagaram,,,,92205,679,0,91432,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,West Godavari,,,,192858,1135,0,190912,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Other States,,,,2461,0,0,2461,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
2022-02-19,AP,Other Countries,,,,434,0,0,434,,2022-02-21 13:03:57.148349,2022-02-21 13:03:57.149327,,,2315950,14710,2293882,0,32958399
