,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Araria,0,0,0,,1570,1144,0,0.0,0.0,2.0,,36028.0,27221.0,2806200,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,14978,116,14861,,1197384,406880,2021-11-04 22:14:01.531053,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
1,1,1,1,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Arwal,0,0,0,,1,1,0,0.0,0.0,0.0,,1651.0,8373.0,700843,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,7381,74,7307,,345832,120044,2021-11-04 22:14:01.531074,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
2,2,2,2,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Aurangabad,0,0,0,,877,152,0,0.0,0.0,0.0,,17006.0,23492.0,2511243,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,20011,75,19936,,1142848,420784,2021-11-04 22:14:01.531076,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
3,3,3,3,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Banka,0,0,0,,496,303,0,0.0,0.0,0.0,,15657.0,18905.0,2029339,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,7379,112,7267,,942767,360430,2021-11-04 22:14:01.531077,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
4,4,4,4,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Begusarai,1,0,1,,127,256,0,3.0,0.0,3.0,,12826.0,20511.0,2954367,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,27214,457,26756,,1437521,489999,2021-11-04 22:14:01.531078,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
5,5,5,5,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Bhagalpur,0,0,0,,362,358,0,0.0,0.0,1.0,,17176.0,26655.0,3032226,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,25840,309,25531,,1502785,661291,2021-11-04 22:14:01.531079,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
6,6,6,6,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Bhojpur,0,0,0,,151,458,0,0.0,0.0,0.0,,17897.0,29482.0,2720155,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,10210,159,10051,,1296994,393409,2021-11-04 22:14:01.531080,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
7,7,7,7,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Buxar,0,0,0,,26,60,0,0.0,0.0,0.0,,8699.0,21635.0,1707643,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,9248,182,9066,,911524,332871,2021-11-04 22:14:01.531081,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
8,8,8,8,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,Darbhanga,0,0,0,,1047,1080,0,1.0,0.0,0.0,,22789.0,45433.0,3921971,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,10938,370,10567,,1882461,765202,2021-11-04 22:14:01.531086,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
9,9,9,9,2021-11-04,BR,2,0,2,225673,14733,14284,0,41.0,0.0,43.0,1495691.0,703571.0,1036476.0,East Champaran,0,0,0,,280,828,0,0.0,0.0,0.0,,16275.0,54945.0,5082868,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,19017,430,18585,,2506238,1027574,2021-11-04 22:14:01.531107,119520000,2021-11-04 22:13:00+05:30,https://twitter.com/BiharHealthDept,,726120,9661,716415,51375374,50203633,18824482,0,0,0,0,0
