,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Bilaspur,7,0,24,,0,1,0,0,96.0,0.0,94.0,0.0,571.0,11948.0,0,382056,,,,14417,85,14187,,323530,241839,0,1,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,1.0
1,1,1,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Chamba,1,0,0,,0,5,0,0,17.0,0.0,20.0,0.0,1445.0,21079.0,0,518844,,,,13691,160,13507,,365065,211347,0,2,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,2.0
2,2,2,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Hamirpur,10,0,60,,0,0,0,0,186.0,4.0,258.0,0.0,643.0,18246.0,0,454293,,,,17477,287,16893,,377697,278801,0,1,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,1.0
3,3,3,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Kangra,26,2,146,,1,4,0,0,396.0,11.0,535.0,0.0,2640.0,40636.0,0,1507223,,,,51014,1133,49203,,1184181,750948,0,5,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,5.0
4,4,4,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Kinnaur,5,0,1,,0,0,0,0,8.0,0.0,9.0,0.0,49.0,371.0,0,84298,,,,3514,38,3468,,79696,63463,0,0,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,0.0
5,5,5,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Kullu,1,0,6,,0,0,0,0,13.0,0.0,24.0,0.0,631.0,7877.0,0,437474,,,,9702,158,9511,,351737,209666,0,2,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,2.0
6,6,6,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Lahaul and Spiti,0,0,0,,0,0,0,0,1.0,0.0,0.0,0.0,17.0,292.0,0,31528,,,,2954,18,2935,,31931,21194,0,0,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,0.0
7,7,7,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Mandi,4,0,10,,0,17,0,0,109.0,4.0,137.0,0.0,1032.0,24886.0,0,999518,,,,31667,451,31073,,775914,495968,0,0,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,0.0
8,8,8,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Shimla,2,0,16,,0,207,0,0,62.0,2.0,66.0,0.0,1850.0,36882.0,0,813384,,,,27573,642,26824,,679413,435379,0,4,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,4.0
9,9,9,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Sirmaur,0,0,0,,0,0,0,0,2.0,0.0,0.0,0.0,1261.0,21905.0,0,530164,,,,15457,211,15244,,424550,222133,0,0,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,0.0
10,10,10,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Solan,1,0,2,,0,0,0,0,18.0,0.0,15.0,0.0,1010.0,16552.0,0,576670,,,,22823,314,22480,,691678,348272,0,0,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,0.0
11,11,11,2021-11-04,HP,62,2,274,0,1,234,0,0,1000.0,22.0,1287.0,0,11828.0,216455.0,0.0,Una,5,0,9,,0,0,0,0,92.0,1.0,129.0,0.0,679.0,15781.0,0,521057,,,,14330,254,13880,,435341,296866,0,2,2021-11-04 16:20:44.434127,7300000,,,,224619,3751,219205,,5720733,3575876,0,17,17.0,2.0
