,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Angul,1,1,1,,1220,3230,0,10.0,2.0,19.0,,15456.0,25113.0,1271703,,,,43923,395,43515,,795092,308303,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
1,1,1,1,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Balangir,4,0,0,,2793,6275,0,20.0,0.0,6.0,,19934.0,39756.0,1648574,,,,23416,126,23261,,974796,326473,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
2,2,2,2,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Balasore,13,0,15,,118,103,0,41.0,2.0,84.0,,47153.0,38096.0,2317419,,,,40809,296,40438,,1378091,563762,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
3,3,3,3,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Bargarh,0,0,6,,1847,1934,0,5.0,0.0,17.0,,54490.0,35535.0,1478833,,,,31127,335,30774,,863873,306784,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
4,4,4,4,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Bhadrak,6,0,11,,0,16,0,31.0,0.0,52.0,,11366.0,30611.0,1506522,,,,26502,146,26292,,1033739,387596,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
5,5,5,5,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Boudh,0,0,0,,513,1804,0,2.0,0.0,25.0,,5354.0,14386.0,439917,,,,12636,112,12513,,261777,98718,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
6,6,6,6,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Cuttack,35,1,36,,6151,3833,0,186.0,2.0,295.0,,68259.0,48153.0,2618708,,,,94746,854,93571,,1477637,734233,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
7,7,7,7,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Deogarh,1,0,15,,620,1194,0,7.0,0.0,37.0,,2006.0,5143.0,312164,,,,6554,50,6491,,225245,67992,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
8,8,8,8,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Dhenkanal,0,0,8,,601,1155,0,15.0,0.0,27.0,,12533.0,19724.0,1192948,,,,19879,243,19609,,745557,294750,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
9,9,9,9,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Gajapati,2,0,0,,113,416,0,12.0,0.0,14.0,,4285.0,11033.0,575880,,,,9662,83,9561,,291399,121646,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
10,10,10,10,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Ganjam,0,0,2,,1503,6144,0,24.0,1.0,16.0,,23431.0,93545.0,3520151,,,,33860,478,33351,,2230294,1755302,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
11,11,11,11,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Jagatsinghpur,10,0,7,,1894,5205,0,50.0,1.0,91.0,,15101.0,25578.0,1136604,,,,27950,317,27559,,686655,288796,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
12,12,12,12,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Jajpur,15,0,8,,1950,5138,0,68.0,0.0,74.0,,24316.0,43601.0,1826275,,,,43781,171,43504,,1102259,412564,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
13,13,13,13,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Jharsuguda,1,0,3,,1456,1969,0,9.0,0.0,10.0,,6289.0,12572.0,579499,,,,23868,176,23680,,404054,198053,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
14,14,14,14,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Kalahandi,0,0,2,,2627,4118,0,6.0,0.0,3.0,,29274.0,27420.0,1573054,,,,24317,210,24085,,936868,322747,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
15,15,15,15,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Kandhamal,0,0,0,,1184,2026,0,1.0,0.0,4.0,,13055.0,15108.0,731952,,,,11538,83,11454,,391832,159902,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
16,16,16,16,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Kendrapara,8,0,10,,1664,3313,0,36.0,0.0,53.0,,19959.0,31589.0,1439891,,,,24885,251,24576,,926642,367873,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
17,17,17,17,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Kendujhar,1,0,0,,1661,3473,0,4.0,0.0,9.0,,18468.0,45371.0,1802777,,,,20982,173,20805,,1096873,403438,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
18,18,18,18,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Khordha,181,1,207,,1650,2764,0,1111.0,7.0,1571.0,,22429.0,44013.0,2246341,,,,176014,1545,172740,,2076967,1530163,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
19,19,19,19,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Koraput,2,0,1,,2305,6764,0,6.0,0.0,14.0,,11847.0,41184.0,1376934,,,,19142,78,19050,,868495,426351,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
20,20,20,20,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Malkangiri,0,0,0,,3751,2143,0,2.0,0.0,3.0,,24541.0,15677.0,612727,,,,11669,46,11613,,408093,146816,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
21,21,21,21,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Mayurbhanj,3,0,13,,10684,3998,0,88.0,2.0,103.0,,104674.0,37441.0,2513895,,,,40891,284,40480,,1293930,438888,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
22,22,22,22,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Nabarangapur,2,0,0,,1930,3236,0,3.0,0.0,1.0,,13237.0,20864.0,1218762,,,,23552,84,23461,,684756,203890,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
23,23,23,23,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Nayagarh,6,0,6,,419,2114,0,19.0,1.0,27.0,,5555.0,25414.0,962215,,,,23521,210,23275,,596986,241797,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
24,24,24,24,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Nuapada,1,0,6,,637,2600,0,15.0,1.0,28.0,,3708.0,17232.0,606490,,,,22930,85,22826,,404907,141602,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
25,25,25,25,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Puri,6,1,8,,0,4,0,41.0,3.0,54.0,,17550.0,38735.0,1697983,,,,45450,458,44934,,1087685,543273,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
26,26,26,26,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Rayagada,0,0,12,,426,1841,0,8.0,0.0,39.0,,4734.0,18820.0,961959,,,,20226,167,20008,,552294,195949,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
27,27,27,27,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Sambalpur,5,0,8,,1149,3859,0,55.0,0.0,111.0,,8546.0,27554.0,1044410,,,,31683,240,31370,,774217,434388,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
28,28,28,28,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Subarnapur,1,0,1,,652,4655,0,4.0,0.0,4.0,,6423.0,35441.0,652107,,,,13190,61,13118,,422019,215297,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
29,29,29,29,2021-11-04,OR,351,4,447,71296,53436,87132,0,2178.0,22.0,3235.0,451462.0,632424.0,905168.0,Sundargarh,3,0,12,,1918,1808,0,43.0,0.0,71.0,,18451.0,20459.0,2080664,,,,61862,590,61201,,1135114,503269,2021-11-04 22:14:23.866298,43671000,2021-11-04 22:14:23.866298,,,1042773,8347,1030889,22240815,26128146,12140615,0,0,0,0,0
