,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
10,Gujarat,826656,816357,10090,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,71541662,44848571,26693091,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,2970,15006,17976,29,19,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771280,761112,10049,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,26019739,17810700,8209039,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,812,1358,2170,7,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,224557,218931,3766,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,9296609,5720733,3575876,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1,234,235,138,70,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,332556,327172,4438,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,14978070,9523046,5455024,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1205,44187,45392,99,69,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,348808,343555,5138,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,20942347,15149857,5792490,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,17842,20514,38356,20,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2989014,2942588,38091,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,65857577,42645233,23212344,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,19707,55436,75143,254,316,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,4987710,4881414,32598,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,39402980,25367234,14035746,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,6636,46078,52714,7312,8484,362,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,20995,20695,208,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,363254,209116,154138,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1,16,17,16,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10365,10314,51,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,101625,55142,46483,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,0,6,6,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6614158,6455100,140313,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,99046341,67669173,31377168,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,11258,8976,20234,1193,1519,39,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,123899,121269,1926,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,1999575,1252266,747309,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,253,2026,2279,57,56,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,83734,81897,1456,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,1778463,1110063,668400,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1803,6519,8322,22,53,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,123518,116648,437,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,1231628,713225,518403,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,69,346,415,526,417,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,792878,782234,10524,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,71339932,49958759,21381173,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1056,9126,10182,6,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,31879,30997,687,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,1213159,712125,501034,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,107,700,807,11,20,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1042422,1030442,8343,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,38268761,26128146,12140615,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,53436,87132,140568,322,857,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128106,125888,1859,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,1141957,734770,407187,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,25,134,159,29,58,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602466,585664,16562,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,22308712,15993491,6315221,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,878,772,1650,32,19,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954448,945447,8954,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,62974805,42615883,20358922,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,1541,3887,5428,8,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32010,31433,398,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,975727,521919,453808,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,4,34,38,16,6,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2705548,2658360,36176,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,59209818,41380487,17829331,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,3753,7985,11738,962,1078,19,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,671946,664033,3960,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,33112933,22951804,10161129,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,7534,6255,13789,156,135,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84548,83579,816,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,4234267,2514511,1719756,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,67,1214,1281,17,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710174,1687167,22902,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,132721323,98998417,33722906,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,15047,18430,33477,6,2,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,343918,336368,7401,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,11479495,7485838,3993657,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,34,797,831,7,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1595414,1568088,19174,2021-11-04,TT,34321025,459652,33712794,2021-11-16 15:20:14.511183,612346767,2021-11-03 00:00:00,1067914,1077380188,739477582,337902606,80253628,57928446,22325182,https://www.icmr.gov.in/,12885,461,15054,464452,288072,752524,93872,47678,141550,919,879,14,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363440.857142857,1340161.142857143,16386.14285714286,75888744,54904265,20984479,,,1332900000,West Bengal,96906000
