,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-11-04,MN,CAPF Personnel,,,,,,,,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
1,2021-11-04,MN,Bishnupur,,,,9158,190,,70185,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
2,2021-11-04,MN,Chandel,,,,2337,39,,31421,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
3,2021-11-04,MN,Churachandpur,,,,10140,161,,116165,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
4,2021-11-04,MN,Imphal East,,,,27439,459,,238265,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
5,2021-11-04,MN,Imphal West,,,,43193,640,,430768,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
6,2021-11-04,MN,Jiribam,,,,1022,7,,27092,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
7,2021-11-04,MN,Kakching,,,,6400,111,,58833,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
8,2021-11-04,MN,Kamjong,,,,932,5,,13305,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
9,2021-11-04,MN,Kangpokpi,,,,2780,61,,40189,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
10,2021-11-04,MN,Noney,,,,1068,4,,17406,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
11,2021-11-04,MN,Pherzawl,,,,464,0,,7012,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
12,2021-11-04,MN,Senapati,,,,2231,10,,62475,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
13,2021-11-04,MN,Tamenglong,,,,3279,13,,48101,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
14,2021-11-04,MN,Tengnoupal,,,,1064,13,,15114,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
15,2021-11-04,MN,Thoubal,,,,9445,174,,117428,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
16,2021-11-04,MN,Ukhrul,,,,2947,39,,78679,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
17,2021-11-04,MN,Unknown,,,,58,1,,,2021-11-05 18:28:25.869921,,,,123957,1927,121326,
