,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-11-04,UP,Agra,,,,25765,457,25308,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
1,2021-11-04,UP,Aligarh,,,,21280,108,21172,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
2,2021-11-04,UP,Ambedkar Nagar,,,,5040,152,4885,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
3,2021-11-04,UP,Amethi,,,,9972,143,9829,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
4,2021-11-04,UP,Amroha,,,,16616,203,16413,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
5,2021-11-04,UP,Auraiya,,,,10091,203,9887,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
6,2021-11-04,UP,Ayodhya,,,,16919,290,16629,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
7,2021-11-04,UP,Azamgarh,,,,17906,228,17676,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
8,2021-11-04,UP,Baghpat,,,,9132,141,8991,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
9,2021-11-04,UP,Bahraich,,,,11549,178,11371,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
10,2021-11-04,UP,Ballia,,,,21610,234,21376,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
11,2021-11-04,UP,Balrampur,,,,7495,138,7354,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
12,2021-11-04,UP,Banda,,,,10992,158,10832,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
13,2021-11-04,UP,Barabanki,,,,19850,225,19624,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
14,2021-11-04,UP,Bareilly,,,,44028,377,43650,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
15,2021-11-04,UP,Basti,,,,11718,330,11385,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
16,2021-11-04,UP,Bhadohi,,,,7720,163,7557,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
17,2021-11-04,UP,Bijnor,,,,14794,126,14668,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
18,2021-11-04,UP,Budaun,,,,14941,98,14843,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
19,2021-11-04,UP,Bulandshahr,,,,20215,243,19972,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
20,2021-11-04,UP,Chandauli,,,,16208,356,15852,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
21,2021-11-04,UP,Chitrakoot,,,,7110,79,7031,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
22,2021-11-04,UP,Deoria,,,,20223,220,20003,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
23,2021-11-04,UP,Etah,,,,9968,99,9869,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
24,2021-11-04,UP,Etawah,,,,13933,293,13640,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
25,2021-11-04,UP,Farrukhabad,,,,10348,194,10153,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
26,2021-11-04,UP,Fatehpur,,,,6814,139,6674,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
27,2021-11-04,UP,Firozabad,,,,8721,135,8585,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
28,2021-11-04,UP,Gautam Buddha Nagar,,,,63356,467,62882,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
29,2021-11-04,UP,Ghaziabad,,,,55673,461,55207,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
30,2021-11-04,UP,Ghazipur,,,,21642,282,21359,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
31,2021-11-04,UP,Gonda,,,,12282,266,12016,,2021-11-06 17:29:22.734131,,,,1710181,22902,1687184,
