"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2047","17","1","1"
"East Jaintia Hills","2","1","0","2618","38","4","0"
"East Khasi Hills","0","1","0","47069","1075","19","9"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1880","9","1","0"
"Ri-Bhoi","1","0","0","10307","98","6","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","1","0","0","2094","20","4","0"
"South West Khasi Hills","1","0","0","2698","20","1","0"
"West Garo Hills","0","2","0","10719","80","2","1"
"West Jaintia Hills","1","2","0","7189","139","7","2"
"West Khasi Hills","1","0","0","5650","76","6","0"
"Total","7","6","0","93754","1593","51","13"
