District,Recovered,Deceased,Active
फतहेपरु,8286,141,4
सतं कबीर नगर,8846.0,101.0,4.0
लसद्धार् ुनगर,11522.0,102.0,4.0
अमठेी,11482.0,145.0,3.0
अयोध्या,18673.0,293.0,3.0
बागपत,11059.0,143.0,3.0
एटा,12101.0,100.0,3.0
गाजीपरु,23873.0,295.0,3.0
मर्रुा,25577.0,406.0,3.0
मऊ,8935.0,86.0,3.0
लमर्ाुपरु,11950.0,126.0,3.0
सोनभद्र,18646.0,257.0,3.0
औरैय्या,10783.0,211.0,2.0
िदंौली,17528.0,378.0,2.0
हमीरपरु,6062.0,102.0,2.0
हापड़ु,15188.0,224.0,2.0
कानपरु देहात,7124.0,110.0,2.0
पीलीभीत,12725.0,205.0,2.0
शामली,16693.0,48.0,2.0
बहराइि,13410.0,178.0,1.0
क्रिरोजाबाद,10563.0,136.0,1.0
कासगजं,4884.0,55.0,1.0
मरुादाबाद,46070.0,368.0,1.0
रामपरु,14606.0,153.0,1.0
सभंल,11024.0,109.0,1.0
सीतापरु,15755.0,187.0,1.0
बदाय,17911.0,101.0,0.0
बलरामपरु,8115.0,139.0,0.0
हार्रस,3716.0,43.0,0.0
कौशाम्बी,4878.0,72.0,0.0
महोबा,4470.0,88.0,0.0
श्रावस्ती,5233.0,42.0,0.0
