Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-05-13,HP,Bilaspur,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,18236,95,18139,,2022-05-13 19:55:42.015961,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Chamba,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,16128,171,15950,,2022-05-13 19:55:42.015982,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Hamirpur,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,23345,330,23008,,2022-05-13 19:55:42.015983,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Kangra,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,63839,1246,62554,,2022-05-13 19:55:42.015985,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Kinnaur,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,4451,41,4410,,2022-05-13 19:55:42.015986,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Kullu,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,11967,162,11802,,2022-05-13 19:55:42.015988,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Lahaul and Spiti,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,3160,18,3142,,2022-05-13 19:55:42.015989,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Mandi,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,38844,502,38339,,2022-05-13 19:55:42.015991,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Shimla,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,35733,716,35010,,2022-05-13 19:55:42.015993,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Sirmaur,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,19867,221,19641,,2022-05-13 19:55:42.015994,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Solan,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,30643,336,30296,,2022-05-13 19:55:42.015996,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
2022-05-13,HP,Una,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,18713,279,18430,,2022-05-13 19:55:42.015998,2022-05-13 17:00:00+05:30,https://twitter.com/nhm_hp,,284926,4117,280721,,,
