,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-27,DL,Central Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
1,1,2021-11-27,DL,East Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
2,2,2021-11-27,DL,New Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
3,3,2021-11-27,DL,North Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
4,4,2021-11-27,DL,North East Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
5,5,2021-11-27,DL,North West Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
6,6,2021-11-27,DL,Shahdara,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
7,7,2021-11-27,DL,South Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
8,8,2021-11-27,DL,South East Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
9,9,2021-11-27,DL,South West Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
10,10,2021-11-27,DL,West Delhi,,,,,,,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
11,11,2021-11-27,DL,Unknown,,,,1440834.0,25096.0,1415448.0,,2021-11-28 11:55:15.798363,,,,1440834,25096,1415448,30771811
