TT|2022-06-09 07:55:10.203416|GetSource|ERR|File Not Found
TT|2022-06-09 09:55:09.612496|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 09:55:27.186707|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 11:55:09.775554|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 11:55:28.159632|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 19:55:09.764457|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 19:55:35.423678|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 20:55:10.441831|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 20:56:01.986352|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 21:55:10.602823|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 21:55:30.677950|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 22:55:10.654173|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 22:55:31.758258|ExtractFromHTML|OK|COMPLETED
TT|2022-06-09 23:55:10.329092|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-06-09 23:55:38.117512|ExtractFromHTML|OK|COMPLETED
TT|2022-06-10 07:55:10.822029|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
