"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","33","70","70073","3","4887","74954","0"
"Bageshwar","14","17","39593","0","2159","41748","0"
"Chamoli","23","14","51562","0","3350","54910","0"
"Champawat","3","3","65358","0","1992","67347","0"
"Dehradun","389","353","412835","11","38731","451431","43"
"Haridwar","159","138","325123","2","14031","339124","9"
"Nainital","189","168","105741","8","13308","118979","7"
"Pauri Garhwal","160","160","107533","0","5581","113107","6"
"Pithoragarh","8","13","44513","0","2744","47245","0"
"Rudraprayag","29","13","30977","0","3041","34018","0"
"Tehri Garhwal","166","142","47925","3","2617","50535","4"
"US Nagar","332","220","157903","1","9312","167191","19"
"Uttarkashi","22","74","47217","2","1913","49128","0"
"Total","1527","1385","1506353","30","103666","1609717","88"
