"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16819","16504","55","260"
"2","Chengalpattu","171150","167621","1028","2501"
"3","Chennai","553792","543608","1650","8534"
"4","Coimbatore","245911","242082","1428","2401"
"5","Cuddalore","63956","62865","224","867"
"6","Dharmapuri","28315","27796","246","273"
"7","Dindigul","33041","32297","100","644"
"8","Erode","103826","102263","881","682"
"9","Kallakurichi","31298","30938","150","210"
"10","Kancheepuram","74745","73127","362","1256"
"11","Kanyakumari","62242","61010","184","1048"
"12","Karur","23955","23433","167","355"
"13","Krishnagiri","43436","42876","213","347"
"14","Madurai","75116","73731","216","1169"
"15","Mayiladuthurai","23239","22798","125","316"
"16","Nagapattinam","20977","20440","201","336"
"17","Namakkal","51930","50856","578","496"
"18","Nilgiris","33442","32944","289","209"
"19","Perambalur","12041","11763","35","243"
"20","Pudukottai","30108","29559","135","414"
"21","Ramanathapuram","20539","20103","79","357"
"22","Ranipet","43367","42484","110","773"
"23","Salem","99466","97177","607","1682"
"24","Sivagangai","20113","19776","131","206"
"25","Tenkasi","27332","26820","28","484"
"26","Thanjavur","75042","73446","630","966"
"27","Theni","43556","42995","41","520"
"28","Thirupathur","29251","28534","92","625"
"29","Thiruvallur","119118","116742","537","1839"
"30","Thiruvannamalai","54848","53964","217","667"
"31","Thiruvarur","41291","40507","347","437"
"32","Thoothukudi","56219","55667","144","408"
"33","Tirunelveli","49281","48687","163","431"
"34","Tiruppur","94901","93146","781","974"
"35","Trichy","77232","75704","474","1054"
"36","Vellore","49747","48425","192","1130"
"37","Villupuram","45778","45299","124","355"
"38","Virudhunagar","46256","45642","66","548"
"39","Airport Surveillance 
(International)","1027","1024","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","26,95,216","26,46,163","13,034","36,019"
