"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20116","19804","45","267"
"2","Chengalpattu","249392","245524","1210","2658"
"3","Chennai","782932","769776","4087","9069"
"4","Coimbatore","336037","332303","1116","2618"
"5","Cuddalore","75141","74051","195","895"
"6","Dharmapuri","36531","36160","88","283"
"7","Dindigul","38329","37447","217","665"
"8","Erode","134289","133094","461","734"
"9","Kallakurichi","36834","36602","17","215"
"10","Kancheepuram","97274","95905","67","1302"
"11","Kanyakumari","88656","87316","255","1085"
"12","Karur","30030","29600","58","372"
"13","Krishnagiri","60647","59994","283","370"
"14","Madurai","92491","91059","196","1236"
"15","Mayiladuthurai","26922","26505","87","330"
"16","Nagapattinam","25758","25351","32","375"
"17","Namakkal","68967","68222","211","534"
"18","Nilgiris","42597","42312","59","226"
"19","Perambalur","14842","14546","47","249"
"20","Pudukottai","35019","34488","105","426"
"21","Ramanathapuram","24948","24560","20","368"
"22","Ranipet","55465","54474","204","787"
"23","Salem","129604","127379","463","1762"
"24","Sivagangai","24672","24296","157","219"
"25","Tenkasi","33590","32975","125","490"
"26","Thanjavur","93065","91869","156","1040"
"27","Theni","51516","50727","256","533"
"28","Thirupathur","35904","35242","29","633"
"29","Thiruvallur","152175","150145","90","1940"
"30","Thiruvannamalai","67796","67051","60","685"
"31","Thiruvarur","48651","48052","126","473"
"32","Thoothukudi","66796","66136","212","448"
"33","Tirunelveli","65191","64450","296","445"
"34","Tiruppur","130931","129681","198","1052"
"35","Trichy","97161","95789","211","1161"
"36","Vellore","57800","56565","72","1163"
"37","Villupuram","55721","55153","201","367"
"38","Virudhunagar","58860","57796","509","555"
"39","Airport Surveillance 
(International)","1379","1372","6","1"
"40","Airport Surveillance 
(Domestic)","1148","1146","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,45,605","34,95,345","12,228","38,032"
