District,Recovered,Deceased,Active
उन्नाव,14812,254,291
फरु्रखाबाद,10164.0,194.0,288.0
इटावा,13649.0,293.0,287.0
आजमगढ़,17693.0,229.0,281.0
बहराइच,11394.0,178.0,273.0
देवररया,20037.0,222.0,270.0
ससद्धाथ ुनगर,9282.0,100.0,268.0
समर्ाुपरु,10995.0,116.0,256.0
अम्बडेकर नगर,4890.0,152.0,216.0
बसलया,21394.0,234.0,215.0
अमठेी,9838.0,143.0,204.0
कन्नौज,9129.0,115.0,197.0
औरैय्या,9895.0,204.0,189.0
महाराजगजं,12342.0,141.0,183.0
पीलीभीत,10842.0,194.0,169.0
लसलतपरु,12637.0,128.0,161.0
बलरामपरु,7369.0,138.0,134.0
सतं कबीर नगर,8064.0,98.0,127.0
बादा,10846.0,161.0,122.0
कासगजं,4224.0,53.0,114.0
कुशीनगर,15400.0,228.0,109.0
कानपरु देहात,6100.0,110.0,101.0
फतहेपरु,6684.0,139.0,94.0
मऊ,8259.0,80.0,89.0
श्रावस्ती,4355.0,35.0,84.0
प्रतापगढ़,15880.0,163.0,77.0
चचत्रकट,7035.0,79.0,73.0
भदोही,7560.0,163.0,69.0
हमीरपरु,5142.0,102.0,57.0
जालौन,11492.0,202.0,55.0
महोबा,4182.0,86.0,35.0
कौशाम्बी,4362.0,70.0,26.0
