,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-23,DL,Central Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
1,1,2021-11-23,DL,East Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
2,2,2021-11-23,DL,New Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
3,3,2021-11-23,DL,North Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
4,4,2021-11-23,DL,North East Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
5,5,2021-11-23,DL,North West Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
6,6,2021-11-23,DL,Shahdara,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
7,7,2021-11-23,DL,South Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
8,8,2021-11-23,DL,South East Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
9,9,2021-11-23,DL,South West Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
10,10,2021-11-23,DL,West Delhi,,,,,,,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
11,11,2021-11-23,DL,Unknown,,,,1440719.0,25095.0,1415328.0,,2021-11-24 20:44:25.433079,,,,1440719,25095,1415328,30543347
