"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1","2","66538","0","4559","71091","0"
"Bageshwar","0","0","36487","0","2096","38579","0"
"Chamoli","6","6","50323","0","3239","53560","0"
"Champawat","0","0","62812","0","1915","64724","0"
"Dehradun","387","206","387295","45","34362","421522","32"
"Haridwar","42","69","314619","3","13357","327946","8"
"Nainital","10","19","94869","2","11542","106341","0"
"Pauri Garhwal","198","214","99842","1","5311","105146","11"
"Pithoragarh","0","3","43362","0","2575","45925","0"
"Rudraprayag","0","4","28391","1","2719","31110","0"
"Tehri Garhwal","4","41","40484","10","2427","42904","0"
"US Nagar","64","22","143673","0","8888","152537","5"
"Uttarkashi","0","165","44515","0","1720","46233","0"
"Total","712","751","1413210","62","94710","1507618","56"
