,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-06-29,PB,Ludhiana,,,,110396,2292,107897,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
2,2022-06-29,PB,S.A.S. Nagar,,,,96794,1153,95317,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
3,2022-06-29,PB,Jalandhar,,,,78555,1579,76909,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
4,2022-06-29,PB,Patiala,,,,62444,1458,60894,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
5,2022-06-29,PB,Amritsar,,,,59573,1684,57845,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
6,2022-06-29,PB,Bathinda,,,,51045,1088,49881,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
7,2022-06-29,PB,Hoshiarpur,,,,40945,1096,39828,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
8,2022-06-29,PB,Gurdaspur,,,,26992,865,26112,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
9,2022-06-29,PB,Pathankot,,,,24634,495,24114,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
10,2022-06-29,PB,Fazilka,,,,23471,545,22897,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
11,2022-06-29,PB,Sri Muktsar Sahib,,,,22581,539,22035,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
12,2022-06-29,PB,Kapurthala,,,,22112,583,21509,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
13,2022-06-29,PB,Rupnagar,,,,18014,455,17542,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
14,2022-06-29,PB,Ferozepur,,,,17950,538,17396,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
15,2022-06-29,PB,Mansa,,,,17267,393,16849,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
16,2022-06-29,PB,Faridkot,,,,16886,338,16516,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
17,2022-06-29,PB,Sangrur,,,,14332,735,13588,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
18,2022-06-29,PB,Shahid Bhagat Singh Nagar,,,,13436,409,13021,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
19,2022-06-29,PB,Fatehgarh Sahib,,,,11914,354,11530,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
20,2022-06-29,PB,Moga,,,,11008,255,10747,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
21,2022-06-29,PB,Tarn Taran,,,,10918,394,10517,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
22,2022-06-29,PB,Barnala,,,,7509,349,7157,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
23,2022-06-29,PB,Malerkotla,,,,3979,176,3802,,2022-07-14T23:18:10.039500+05:30,,,,762755,17773,743903,19860669,0,0
