,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8538,7938,129,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,620299,321022,297562,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,227,29,299,73,63,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2096755,2063934,14508,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,75186104,42325490,32601443,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,11496,98006,111697,4528,418,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,56227,55108,282,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,1519023,850880,663263,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,863,231,1352,89,28,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,640636,617825,6197,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,39739127,22847050,16854242,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,6007,23960,31400,2348,861,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,775392,729184,12123,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,106402700,61841054,44370527,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,146807,138801,301381,6541,3831,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,74475,66132,1086,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,1915576,1085102,825501,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,3619,2627,7190,1834,391,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1050228,1005727,13639,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,32092679,18992548,12997991,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,35413,73909,124771,6153,4083,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10911,10731,4,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,1297507,743813,551388,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,617,998,1965,29,15,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1670966,1553388,25305,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,28373562,16396606,11869064,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,80587,30542,129513,24383,26236,34,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,203969,181826,3546,2022-01-15,TT,36850962,485752,34947390,2022-01-15 12:25:01.706693,700712824,2022-01-14 00:00:00,1613740,1560367967,905748499,650915816,2512191,1369138,1135478,https://www.icmr.gov.in/,268833,402,122684,3234099,2626525,6267056,1904,1669,5036,3145,1432,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363566.5714285714,1340220.857142857,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
